baskervilles01	15	44	appreciation	appreciation	NN	 appreciation)))))))))))))))))))	***	OS	_
baskervilles01	15	45	.	.	.	 .	***	OS	_
baskervilles01	15	46	''	''	''	 '')	***	OS	_

baskervilles01	16	0	``	``	``	(SINV ``	***	OS	_
baskervilles01	16	1	Good	Good	JJ	(FRAG(ADJP Good)	***	OS	_
baskervilles01	16	2	!	!	.	 !)	***	OS	_
baskervilles01	16	3	''	''	''	 ''	***	OS	_
baskervilles01	16	4	said	say	VBD	(VP said)	***	OS	_
baskervilles01	16	5	Holmes	Holmes	NNP	(NP Holmes)	***	OS	_
baskervilles01	16	6	.	.	.	 .)	***	OS	_

baskervilles01	17	0	``	``	``	(FRAG ``	***	OS	_
baskervilles01	17	1	Excellent	Excellent	JJ	(ADJP Excellent)	***	OS	_
baskervilles01	17	2	!	!	.	 !	***	OS	_
baskervilles01	17	3	''	''	''	 '')	***	OS	_

baskervilles01	18	0	``	``	``	(S ``	***	OS	_
baskervilles01	18	1	I	I	PRP	(NP I)	***	OS	_
baskervilles01	18	2	think	think	VBP	(VP think	***	OS	_
baskervilles01	18	3	also	also	RB	(ADVP also)	***	OS	_
baskervilles01	18	4	that	that	IN	(SBAR that	***	OS	_
baskervilles01	18	5	the	the	DT	(S(NP the	***	OS	_
baskervilles01	18	6	probability	probability	NN	 probability)	***	OS	_
baskervilles01	18	7	is	be	VBZ	(VP is	***	OS	_
baskervilles01	18	8	in	in	IN	(PP in	***	OS	_
baskervilles01	18	9	favour	favour	NN	(NP(NP favour)	***	OS	_
baskervilles01	18	10	of	of	IN	(PP of	***	OS	_
baskervilles01	18	11	his	his	PRP$	(S(NP his)	***	OS	_
baskervilles01	18	12	being	be	VBG	(VP being	***	OS	_
baskervilles01	18	13	a	a	DT	(NP(NP a	***	OS	_
baskervilles01	18	14	country	country	NN	 country	***	OS	_
baskervilles01	18	15	practitioner	practitioner	NN	 practitioner)	***	OS	_
baskervilles01	18	16	who	who	WP	(SBAR(WHNP who)	***	OS	_
baskervilles01	18	17	does	do	VBZ	(S(VP does	***	OS	_
baskervilles01	18	18	a	a	DT	(NP(NP a	***	OS	_
baskervilles01	18	19	great	great	JJ	 great	***	OS	_
baskervilles01	18	20	deal	deal	NN	 deal)	***	OS	_
baskervilles01	18	21	of	of	IN	(PP of	***	OS	_
baskervilles01	18	22	his	his	PRP$	(NP his	***	OS	_
baskervilles01	18	23	visiting	visit	VBG	 visiting)))	***	OS	_
baskervilles01	18	24	on	on	IN	(PP on	***	OS	_
baskervilles01	18	25	foot	foot	NN	(NP foot)))))))))))))))	***	OS	_
baskervilles01	18	26	.	.	.	 .	***	OS	_
baskervilles01	18	27	''	''	''	 '')	***	OS	_

baskervilles01	19	0	``	``	``	(FRAG ``	***	OS	_
baskervilles01	19	1	Why	Why	WRB	 Why	***	OS	_
baskervilles01	19	2	so	so	RB	 so	***	OS	_
baskervilles01	19	3	?	?	.	 ?	***	OS	_
baskervilles01	19	4	''	''	''	 '')	***	OS	_

baskervilles01	20	0	``	``	``	(S ``	***	OS	_
baskervilles01	20	1	Because	Because	IN	(PP Because	***	OS	_
baskervilles01	20	2	this	this	DT	(NP this	***	OS	_
baskervilles01	20	3	stick	stick	NN	 stick))	***	OS	_
baskervilles01	20	4	,	,	,	 ,	***	OS	_
baskervilles01	20	5	though	though	IN	(PP though	***	OS	_
baskervilles01	20	6	originally	originally	RB	(ADVP originally))	***	OS	_
baskervilles01	20	7	a	a	DT	(NP a	***	OS	_
baskervilles01	20	8	very	very	RB	(ADJP very	***	OS	_
baskervilles01	20	9	handsome	handsome	JJ	 handsome)	***	OS	_
baskervilles01	20	10	one	one	NN	 one)	***	OS	_
baskervilles01	20	11	has	have	VBZ	(VP has	***	OS	_
baskervilles01	20	12	been	be	VBN	(VP been	***	OS	_
baskervilles01	20	13	so	so	RB	(VP(ADVP so)	***	OS	_
baskervilles01	20	14	knocked	knock	VBN	 knocked	***	OS	_
baskervilles01	20	15	about	about	IN	(SBAR about	***	OS	_
baskervilles01	20	16	that	that	IN	 that	***	OS	_
baskervilles01	20	17	I	I	PRP	(S(NP I)	***	OS	_
baskervilles01	20	18	can	can	MD	(VP can	***	OS	_
baskervilles01	20	19	hardly	hardly	RB	(ADVP hardly)	***	OS	_
baskervilles01	20	20	imagine	imagine	VB	(VP imagine	***	OS	_
baskervilles01	20	21	a	a	DT	(NP(NP a	***	OS	_
baskervilles01	20	22	town	town	NN	 town	***	OS	_
baskervilles01	20	23	practitioner	practitioner	NN	 practitioner)	***	OS	_
baskervilles01	20	24	carrying	carry	VBG	(VP carrying	***	OS	_
baskervilles01	20	25	it	it	PRP	(NP it))))))))))	***	OS	_
baskervilles01	20	26	.	.	.	 .)	***	OS	_

baskervilles01	21	0	The	The	DT	(S(NP The	***	OS	_
baskervilles01	21	1	thick-iron	thick-iron	JJ	 thick-iron	***	OS	_
baskervilles01	21	2	ferrule	ferrule	NN	 ferrule)	***	OS	_
baskervilles01	21	3	is	be	VBZ	(VP is	***	OS	_
baskervilles01	21	4	worn	wear	VBN	(VP worn	***	OS	_
baskervilles01	21	5	down	down	RB	(ADVP down)	***	OS	_
baskervilles01	21	6	,	,	,	 ,	***	OS	_
baskervilles01	21	7	so	so	IN	(SBAR so	***	OS	_
baskervilles01	21	8	it	it	PRP	(S(NP it)	***	OS	_
baskervilles01	21	9	is	be	VBZ	(VP is	***	OS	_
baskervilles01	21	10	evident	evident	JJ	(ADJP evident)	***	OS	_
baskervilles01	21	11	that	that	IN	(SBAR that	***	OS	_
baskervilles01	21	12	he	he	PRP	(S(NP he)	***	OS	_
baskervilles01	21	13	has	have	VBZ	(VP has	***	OS	_
baskervilles01	21	14	done	do	VBN	(VP done	***	OS	_
baskervilles01	21	15	a	a	DT	(NP(NP a	***	OS	_
baskervilles01	21	16	great	great	JJ	 great	***	OS	_
baskervilles01	21	17	amount	amount	NN	 amount)	***	OS	_
baskervilles01	21	18	of	of	IN	(PP of	***	OS	_
baskervilles01	21	19	walking	walk	VBG	(S(VP walking	***	OS	_
baskervilles01	21	20	with	with	IN	(PP with	***	OS	_
baskervilles01	21	21	it	it	PRP	(NP it)))))))))))))))	***	OS	_
baskervilles01	21	22	.	.	.	 .	***	OS	_
baskervilles01	21	23	''	''	''	 '')	***	OS	_

baskervilles01	22	0	``	``	``	(SINV ``	***	OS	_
baskervilles01	22	1	Perfectly	Perfectly	RB	(FRAG(ADJP Perfectly	***	OS	_
baskervilles01	22	2	sound	sound	JJ	 sound)	***	OS	_
baskervilles01	22	3	!	!	.	 !)	***	OS	_
baskervilles01	22	4	''	''	''	 ''	***	OS	_
baskervilles01	22	5	said	say	VBD	(VP said)	***	OS	_
baskervilles01	22	6	Holmes	Holmes	NNP	(NP Holmes)	***	OS	_
baskervilles01	22	7	.	.	.	 .)	***	OS	_

baskervilles01	23	0	``	``	``	(S ``	***	OS	_
baskervilles01	23	1	And	And	CC	 And	***	OS	_
baskervilles01	23	2	then	then	RB	(ADVP then	***	OS	_
baskervilles01	23	3	again	again	RB	 again)	***	OS	_
baskervilles01	23	4	,	,	,	 ,	***	OS	_
baskervilles01	23	5	there	there	EX	(NP there)	***	OS	_
baskervilles01	23	6	is	be	VBZ	(VP is	***	OS	_
baskervilles01	23	7	the	the	DT	(NP(NP the	***	OS	_
baskervilles01	23	8	`	`	``	 `	***	OS	_
baskervilles01	23	9	friends	friend	NNS	 friends)	***	OS	_
baskervilles01	23	10	of	of	IN	(PP of	***	OS	_
baskervilles01	23	11	the	the	DT	(NP the	***	OS	_
baskervilles01	23	12	C.C.H	C.C.H	NNP	 C.C.H))))	***	OS	_
baskervilles01	23	13	.	.	.	 .	***	OS	_
baskervilles01	23	14	'	'	''	 ')	***	OS	_

baskervilles01	24	0	I	I	PRP	(S(NP I)	***	OS	_
baskervilles01	24	1	should	should	MD	(VP should	***	OS	_
baskervilles01	24	2	guess	guess	VB	(VP guess	***	OS	_
baskervilles01	24	3	that	that	IN	(SBAR that	***	OS	_
baskervilles01	24	4	to	to	TO	(S(VP to	***	OS	_
baskervilles01	24	5	be	be	VB	(VP be	***	OS	_
baskervilles01	24	6	the	the	DT	(NP(NP the	***	OS	_
baskervilles01	24	7	Something	Something	NN	 Something	***	OS	_
baskervilles01	24	8	Hunt	Hunt	NNP	 Hunt)	***	OS	_
baskervilles01	24	9	,	,	,	 ,	***	OS	_
baskervilles01	24	10	the	the	DT	(NP(NP the	***	OS	_
baskervilles01	24	11	local	local	JJ	 local	***	OS	_
baskervilles01	24	12	hunt	hunt	NN	 hunt)	***	OS	_
baskervilles01	24	13	to	to	TO	 to	***	OS	_
baskervilles01	24	14	whose	whose	WP$	(SBAR(SBAR(WHNP whose	***	OS	_
baskervilles01	24	15	members	member	NNS	 members)	***	OS	_
baskervilles01	24	16	he	he	PRP	(S(NP he)	***	OS	_
baskervilles01	24	17	has	have	VBZ	(VP has	***	OS	_
baskervilles01	24	18	possibly	possibly	RB	(ADVP possibly)	***	OS	_
baskervilles01	24	19	given	give	VBN	(VP given	***	OS	_
baskervilles01	24	20	some	some	DT	(NP some	***	OS	_
baskervilles01	24	21	surgical	surgical	JJ	 surgical	***	OS	_
baskervilles01	24	22	assistance	assistance	NN	 assistance)))))	***	OS	_
baskervilles01	24	23	,	,	,	 ,	***	OS	_
baskervilles01	24	24	and	and	CC	 and	***	OS	_
baskervilles01	24	25	which	which	WDT	(SBAR(WHNP which)	***	OS	_
baskervilles01	24	26	has	have	VBZ	(S(VP has	***	OS	_
baskervilles01	24	27	made	make	VBN	(VP made	***	OS	_
baskervilles01	24	28	him	him	PRP	(NP him)	***	OS	_
baskervilles01	24	29	a	a	DT	(NP(NP a	***	OS	_
baskervilles01	24	30	small	small	JJ	 small	***	OS	_
baskervilles01	24	31	presentation	presentation	NN	 presentation)	***	OS	_
baskervilles01	24	32	in	in	IN	(PP in	***	OS	_
baskervilles01	24	33	return	return	NN	(NP return))))))))))))))))	***	OS	_
baskervilles01	24	34	.	.	.	 .	***	OS	_
baskervilles01	24	35	''	''	''	 '')	***	OS	_

baskervilles01	25	0	``	``	``	(SINV ``	***	OS	_
baskervilles01	25	1	Really	Really	RB	(S(ADVP Really)	***	OS	_
baskervilles01	25	2	,	,	,	 ,	***	OS	_
baskervilles01	25	3	Watson	Watson	NNP	(ADVP Watson)	***	OS	_
baskervilles01	25	4	,	,	,	 ,	***	OS	_
baskervilles01	25	5	you	you	PRP	(NP you)	***	OS	_
baskervilles01	25	6	excel	excel	VBP	(VP excel	***	OS	_
baskervilles01	25	7	yourself	yourself	PRP	(NP yourself)))	***	OS	_
baskervilles01	25	8	,	,	,	 ,	***	OS	_
baskervilles01	25	9	''	''	''	 ''	***	OS	_
baskervilles01	25	10	said	say	VBD	(VP said)	***	OS	_
baskervilles01	25	11	Holmes	Holmes	NNP	(NP(NP Holmes)	***	OS	_
baskervilles01	25	12	,	,	,	 ,	***	OS	_
baskervilles01	25	13	pushing	push	VBG	(VP(VP pushing	***	OS	_
baskervilles01	25	14	back	back	RP	(PRT back)	***	OS	_
baskervilles01	25	15	his	his	PRP$	(NP his	***	OS	_
baskervilles01	25	16	chair	chair	NN	 chair))	***	OS	_
baskervilles01	25	17	and	and	CC	 and	***	OS	_
baskervilles01	25	18	lighting	light	VBG	(VP lighting	***	OS	_
baskervilles01	25	19	a	a	DT	(NP a	***	OS	_
baskervilles01	25	20	cigarette	cigarette	NN	 cigarette))))	***	OS	_
baskervilles01	25	21	.	.	.	 .)	***	OS	_

baskervilles01	26	0	``	``	``	(S ``	***	OS	_
baskervilles01	26	1	I	I	PRP	(NP I)	***	OS	_
baskervilles01	26	2	am	be	VBP	(VP am	***	OS	_
baskervilles01	26	3	bound	bind	VBN	(VP bound	***	OS	_
baskervilles01	26	4	to	to	TO	(S(VP to	***	OS	_
baskervilles01	26	5	say	say	VB	(VP say	***	OS	_
baskervilles01	26	6	that	that	IN	(SBAR that	***	OS	_
baskervilles01	26	7	in	in	IN	(S(PP in	***	OS	_
baskervilles01	26	8	all	all	PDT	(NP(NP all	***	OS	_
baskervilles01	26	9	the	the	DT	 the	***	OS	_
baskervilles01	26	10	accounts	account	NNS	 accounts)	***	OS	_
baskervilles01	26	11	which	which	WDT	(SBAR(WHNP which)	***	OS	_
baskervilles01	26	12	you	you	PRP	(S(NP you)	***	OS	_
baskervilles01	26	13	have	have	VBP	(VP have	***	OS	_
baskervilles01	26	14	been	be	VBN	(VP been	***	OS	_
baskervilles01	26	15	so	so	RB	(ADJP(ADJP so	***	OS	_
baskervilles01	26	16	good	good	JJ	 good)	***	OS	_
baskervilles01	26	17	as	as	RB	(CONJP as	***	OS	_
baskervilles01	26	18	to	to	TO	 to	***	OS	_
baskervilles01	26	19	give	give	VB	 give)	***	OS	_
baskervilles01	26	20	of	of	IN	(PP of	***	OS	_
baskervilles01	26	21	my	my	PRP$	(NP my	***	OS	_
baskervilles01	26	22	own	own	JJ	 own	***	OS	_
baskervilles01	26	23	small	small	JJ	 small	***	OS	_
baskervilles01	26	24	achievements	achievement	NNS	 achievements)))))))))	***	OS	_
baskervilles01	26	25	you	you	PRP	(NP you)	***	OS	_
baskervilles01	26	26	have	have	VBP	(VP have	***	OS	_
baskervilles01	26	27	habitually	habitually	RB	(ADVP habitually)	***	OS	_
baskervilles01	26	28	underrated	underrate	VBN	(VP underrated	***	OS	_
baskervilles01	26	29	your	your	PRP$	(NP your	***	OS	_
baskervilles01	26	30	own	own	JJ	 own	***	OS	_
baskervilles01	26	31	abilities	ability	NNS	 abilities))))))))))	***	OS	_
baskervilles01	26	32	.	.	.	 .)	***	OS	_

baskervilles01	27_1	0	It	It	PRP	(S(S(NP It)	_	OS	_
baskervilles01	27_1	1	may	may	MD	(VP may	_	OS	_
baskervilles01	27_1	2	be	be	VB	(VP be	_	OS	_
baskervilles01	27_1	3	that	that	IN	(SBAR that	_	OS	_
baskervilles01	27_1	4	you	you	PRP	(S(NP you)	_	IS	_
baskervilles01	27_1	5	are	be	VBP	(VP are	_	IS	_
baskervilles01	27_1	6	not	not	RB	 not	not	OS	_
baskervilles01	27_1	7	yourself	yourself	PRP	(ADJP(NP yourself)	_	IS	_
baskervilles01	27_1	8	luminous	luminous	JJ	 luminous)))))))	_	IS	_
baskervilles01	27_1	9	,	,	,	 ,	_	OS	_
baskervilles01	27_1	10	but	but	CC	 but	_	OS	_
baskervilles01	27_1	11	you	you	PRP	(S(NP you)	_	OS	_
baskervilles01	27_1	12	are	be	VBP	(VP are	_	OS	_
baskervilles01	27_1	13	a	a	DT	(NP(NP a	_	OS	_
baskervilles01	27_1	14	conductor	conductor	NN	 conductor)	_	OS	_
baskervilles01	27_1	15	of	of	IN	(PP of	_	OS	_
baskervilles01	27_1	16	light	light	NN	(NP light)))))	_	OS	_
baskervilles01	27_1	17	.	.	.	 .)	_	OS	_

baskervilles01	28_1	0	Some	Some	DT	(S(NP Some	_	IS	_
baskervilles01	28_1	1	people	people	NNS	 people)	_	IS	_
baskervilles01	28_1	2	without	without	IN	(PP without	without	OS	_
baskervilles01	28_1	3	possessing	possess	VBG	(NP possessing	_	IS	possessing
baskervilles01	28_1	4	genius	genius	NN	 genius))	_	IS	_
baskervilles01	28_1	5	have	have	VBP	(VP have	_	OS	_
baskervilles01	28_1	6	a	a	DT	(NP(NP a	_	OS	_
baskervilles01	28_1	7	remarkable	remarkable	JJ	 remarkable	_	OS	_
baskervilles01	28_1	8	power	power	NN	 power)	_	OS	_
baskervilles01	28_1	9	of	of	IN	(PP of	_	OS	_
baskervilles01	28_1	10	stimulating	stimulate	VBG	(S(VP stimulating	_	OS	_
baskervilles01	28_1	11	it	it	PRP	(NP it))))))	_	OS	_
baskervilles01	28_1	12	.	.	.	 .)	_	OS	_

baskervilles01	29	0	I	I	PRP	(S(NP I)	***	OS	_
baskervilles01	29	1	confess	confess	VBP	(VP confess	***	OS	_
baskervilles01	29	2	,	,	,	 ,	***	OS	_
baskervilles01	29	3	my	my	PRP$	(NP my	***	OS	_
baskervilles01	29	4	dear	dear	RB	 dear	***	OS	_
baskervilles01	29	5	fellow	fellow	JJ	 fellow)	***	OS	_
baskervilles01	29	6	,	,	,	 ,	***	OS	_
baskervilles01	29	7	that	that	IN	(SBAR that	***	OS	_
baskervilles01	29	8	I	I	PRP	(S(NP I)	***	OS	_
baskervilles01	29	9	am	be	VBP	(VP am	***	OS	_
baskervilles01	29	10	very	very	RB	(ADVP very	***	OS	_
baskervilles01	29	11	much	much	RB	 much)	***	OS	_
baskervilles01	29	12	in	in	IN	(PP in	***	OS	_
baskervilles01	29	13	your	your	PRP$	(NP your	***	OS	_
baskervilles01	29	14	debt	debt	NN	 debt))))))	***	OS	_
baskervilles01	29	15	.	.	.	 .	***	OS	_
baskervilles01	29	16	''	''	''	 '')	***	OS	_

baskervilles01	30_1	0	He	He	PRP	(S(S(NP He)	_	IS	_
baskervilles01	30_1	1	had	have	VBD	(VP had	_	IS	_
baskervilles01	30_1	2	never	never	RB	(ADVP never)	never	OS	_
baskervilles01	30_1	3	said	say	VBN	(VP said	_	IS	said
baskervilles01	30_1	4	as	as	RB	(ADVP as	_	IS	_
baskervilles01	30_1	5	much	much	RB	 much)	_	IS	_
baskervilles01	30_1	6	before	before	RB	(ADVP before))))	_	IS	_
baskervilles01	30_1	7	,	,	,	 ,	_	OS	_
baskervilles01	30_1	8	and	and	CC	 and	_	OS	_
baskervilles01	30_1	9	I	I	PRP	(S(NP I)	_	OS	_
baskervilles01	30_1	10	must	must	MD	(VP must	_	OS	_
baskervilles01	30_1	11	admit	admit	VB	(VP admit	_	OS	_
baskervilles01	30_1	12	that	that	IN	(SBAR that	_	OS	_
baskervilles01	30_1	13	his	his	PRP$	(S(NP his	_	OS	_
baskervilles01	30_1	14	words	word	NNS	 words)	_	OS	_
baskervilles01	30_1	15	gave	give	VBD	(VP gave	_	OS	_
baskervilles01	30_1	16	me	me	PRP	(NP me)	_	OS	_
baskervilles01	30_1	17	keen	keen	JJ	(NP keen	_	OS	_
baskervilles01	30_1	18	pleasure	pleasure	NN	 pleasure)	_	OS	_
baskervilles01	30_1	19	,	,	,	 ,	_	OS	_
baskervilles01	30_1	20	for	for	IN	(SBAR for	_	OS	_
baskervilles01	30_1	21	I	I	PRP	(S(NP I)	_	OS	_
baskervilles01	30_1	22	had	have	VBD	(VP had	_	OS	_
baskervilles01	30_1	23	often	often	RB	(ADVP often)	_	OS	_
baskervilles01	30_1	24	been	be	VBN	(VP been	_	OS	_
baskervilles01	30_1	25	piqued	pique	VBN	(VP piqued	_	OS	_
baskervilles01	30_1	26	by	by	IN	(PP by	_	OS	_
baskervilles01	30_1	27	his	his	PRP$	(NP(NP his	_	OS	_
baskervilles01	30_1	28	indifference	indifference	NN	 indifference)	_	OS	_
baskervilles01	30_1	29	to	to	TO	(PP(PP to	_	OS	_
baskervilles01	30_1	30	my	my	PRP$	(NP my	_	OS	_
baskervilles01	30_1	31	admiration	admiration	NN	 admiration))	_	OS	_
baskervilles01	30_1	32	and	and	CC	 and	_	OS	_
baskervilles01	30_1	33	to	to	TO	(PP to	_	OS	_
baskervilles01	30_1	34	the	the	DT	(NP(NP the	_	OS	_
baskervilles01	30_1	35	attempts	attempt	NNS	 attempts)	_	OS	_
baskervilles01	30_1	36	which	which	WDT	(SBAR(WHNP which)	_	OS	_
baskervilles01	30_1	37	I	I	PRP	(S(NP I)	_	OS	_
baskervilles01	30_1	38	had	have	VBD	(VP had	_	OS	_
baskervilles01	30_1	39	made	make	VBN	(VP made	_	OS	_
baskervilles01	30_1	40	to	to	TO	(S(VP to	_	OS	_
baskervilles01	30_1	41	give	give	VB	(VP give	_	OS	_
baskervilles01	30_1	42	publicity	publicity	NN	(NP publicity)	_	OS	_
baskervilles01	30_1	43	to	to	TO	(PP to	_	OS	_
baskervilles01	30_1	44	his	his	PRP$	(NP his	_	OS	_
baskervilles01	30_1	45	methods	method	NNS	 methods)))))))))))))))))))))))))	_	OS	_
baskervilles01	30_1	46	.	.	.	 .)	_	OS	_

baskervilles01	31	0	I	I	PRP	(S(NP I)	***	OS	_
baskervilles01	31	1	was	be	VBD	(VP was	***	OS	_
baskervilles01	31	2	proud	proud	JJ	(ADJP proud	***	OS	_
baskervilles01	31	3	,	,	,	(PRN ,	***	OS	_
baskervilles01	31	4	too	too	RB	(ADVP too)	***	OS	_
baskervilles01	31	5	,	,	,	 ,)	***	OS	_
baskervilles01	31	6	to	to	TO	(S(VP to	***	OS	_
baskervilles01	31	7	think	think	VB	(VP think	***	OS	_
baskervilles01	31	8	that	that	IN	(SBAR that	***	OS	_
baskervilles01	31	9	I	I	PRP	(S(NP I)	***	OS	_
baskervilles01	31	10	had	have	VBD	(VP had	***	OS	_
baskervilles01	31	11	so	so	RB	(ADVP so	***	OS	_
baskervilles01	31	12	far	far	RB	 far)	***	OS	_
baskervilles01	31	13	mastered	master	VBN	(VP mastered	***	OS	_
baskervilles01	31	14	his	his	PRP$	(NP his	***	OS	_
baskervilles01	31	15	system	system	NN	 system)	***	OS	_
baskervilles01	31	16	as	as	IN	(SBAR as	***	OS	_
baskervilles01	31	17	to	to	TO	(S(VP to	***	OS	_
baskervilles01	31	18	apply	apply	VB	(VP apply	***	OS	_
baskervilles01	31	19	it	it	PRP	(NP it)	***	OS	_
baskervilles01	31	20	in	in	IN	(PP in	***	OS	_
baskervilles01	31	21	a	a	DT	(NP(NP a	***	OS	_
baskervilles01	31	22	way	way	NN	 way)	***	OS	_
baskervilles01	31	23	which	which	WDT	(SBAR(WHNP which)	***	OS	_
baskervilles01	31	24	earned	earn	VBD	(S(VP earned	***	OS	_
baskervilles01	31	25	his	his	PRP$	(NP his	***	OS	_
baskervilles01	31	26	approval	approval	NN	 approval)))))))))))))))))))	***	OS	_
baskervilles01	31	27	.	.	.	 .)	***	OS	_

baskervilles01	32	0	He	He	PRP	(S(NP He)	***	OS	_
baskervilles01	32	1	now	now	RB	(ADVP now)	***	OS	_
baskervilles01	32	2	took	take	VBD	(VP(VP took	***	OS	_
baskervilles01	32	3	the	the	DT	(NP the	***	OS	_
baskervilles01	32	4	stick	stick	NN	 stick)	***	OS	_
baskervilles01	32	5	from	from	IN	(PP from	***	OS	_
baskervilles01	32	6	my	my	PRP$	(NP my	***	OS	_
baskervilles01	32	7	hands	hand	NNS	 hands)))	***	OS	_
baskervilles01	32	8	and	and	CC	 and	***	OS	_
baskervilles01	32	9	examined	examine	VBD	(VP examined	***	OS	_
baskervilles01	32	10	it	it	PRP	(NP it)	***	OS	_
baskervilles01	32	11	for	for	IN	(PP for	***	OS	_
baskervilles01	32	12	a	a	DT	(NP(NP a	***	OS	_
baskervilles01	32	13	few	few	JJ	 few	***	OS	_
baskervilles01	32	14	minutes	minute	NNS	 minutes)	***	OS	_
baskervilles01	32	15	with	with	IN	(PP with	***	OS	_
baskervilles01	32	16	his	his	PRP$	(NP his	***	OS	_
baskervilles01	32	17	naked	naked	JJ	 naked	***	OS	_
baskervilles01	32	18	eyes	eye	NNS	 eyes))))))	***	OS	_
baskervilles01	32	19	.	.	.	 .)	***	OS	_

baskervilles01	33	0	Then	Then	RB	(S(S Then	***	OS	_
baskervilles01	33	1	with	with	IN	(PP with	***	OS	_
baskervilles01	33	2	an	an	DT	(NP(NP an	***	OS	_
baskervilles01	33	3	expression	expression	NN	 expression)	***	OS	_
baskervilles01	33	4	of	of	IN	(PP of	***	OS	_
baskervilles01	33	5	interest	interest	NN	(NP interest))))	***	OS	_
baskervilles01	33	6	he	he	PRP	(NP he)	***	OS	_
baskervilles01	33	7	laid	lay	VBD	(VP laid	***	OS	_
baskervilles01	33	8	down	down	RP	(PRT down)	***	OS	_
baskervilles01	33	9	his	his	PRP$	(NP his	***	OS	_
baskervilles01	33	10	cigarette	cigarette	NN	 cigarette)))	***	OS	_
baskervilles01	33	11	,	,	,	 ,	***	OS	_
baskervilles01	33	12	and	and	CC	 and	***	OS	_
baskervilles01	33	13	carrying	carry	VBG	(S(S(VP carrying	***	OS	_
baskervilles01	33	14	the	the	DT	(NP the	***	OS	_
baskervilles01	33	15	cane	cane	NNP	 cane)	***	OS	_
baskervilles01	33	16	to	to	TO	(PP to	***	OS	_
baskervilles01	33	17	the	the	DT	(NP the	***	OS	_
baskervilles01	33	18	window	window	NN	 window))))	***	OS	_
baskervilles01	33	19	,	,	,	 ,	***	OS	_
baskervilles01	33	20	he	he	PRP	(NP he)	***	OS	_
baskervilles01	33	21	looked	look	VBD	(VP looked	***	OS	_
baskervilles01	33	22	over	over	IN	(PP over	***	OS	_
baskervilles01	33	23	it	it	PRP	(NP it))	***	OS	_
baskervilles01	33	24	again	again	RB	(ADVP again)	***	OS	_
baskervilles01	33	25	with	with	IN	(PP with	***	OS	_
baskervilles01	33	26	a	a	DT	(NP a	***	OS	_
baskervilles01	33	27	convex	convex	NNP	 convex	***	OS	_
baskervilles01	33	28	lens	lens	NN	 lens))))	***	OS	_
baskervilles01	33	29	.	.	.	 .)	***	OS	_

baskervilles01	34	0	``	``	``	(SINV ``	***	OS	_
baskervilles01	34	1	Interesting	Interesting	JJ	(FRAG(ADJP Interesting	***	OS	_
baskervilles01	34	2	,	,	,	 ,	***	OS	_
baskervilles01	34	3	though	though	IN	 though	***	OS	_
baskervilles01	34	4	elementary	elementary	JJ	 elementary))	***	OS	_
baskervilles01	34	5	,	,	,	 ,	***	OS	_
baskervilles01	34	6	''	''	''	 ''	***	OS	_
baskervilles01	34	7	said	say	VBD	(VP said)	***	OS	_
baskervilles01	34	8	he	he	PRP	(NP he)	***	OS	_
baskervilles01	34	9	as	as	IN	(SBAR as	***	OS	_
baskervilles01	34	10	he	he	PRP	(S(NP he)	***	OS	_
baskervilles01	34	11	returned	return	VBD	(VP returned	***	OS	_
baskervilles01	34	12	to	to	TO	(PP to	***	OS	_
baskervilles01	34	13	his	his	PRP$	(NP(NP his	***	OS	_
baskervilles01	34	14	favourite	favourite	JJ	 favourite	***	OS	_
baskervilles01	34	15	corner	corner	NN	 corner)	***	OS	_
baskervilles01	34	16	of	of	IN	(PP of	***	OS	_
baskervilles01	34	17	the	the	DT	(NP the	***	OS	_
baskervilles01	34	18	settee	settee	NN	 settee)))))))	***	OS	_
baskervilles01	34	19	.	.	.	 .)	***	OS	_

baskervilles01	35	0	``	``	``	(S ``	***	OS	_
baskervilles01	35	1	There	There	EX	(NP There)	***	OS	_
baskervilles01	35	2	are	be	VBP	(VP are	***	OS	_
baskervilles01	35	3	certainly	certainly	RB	(ADVP certainly)	***	OS	_
baskervilles01	35	4	one	one	CD	(NP(NP(QP one	***	OS	_
baskervilles01	35	5	or	or	CC	 or	***	OS	_
baskervilles01	35	6	two	two	CD	 two)	***	OS	_
baskervilles01	35	7	indications	indication	NNS	 indications)	***	OS	_
baskervilles01	35	8	upon	upon	IN	(PP upon	***	OS	_
baskervilles01	35	9	the	the	DT	(NP the	***	OS	_
baskervilles01	35	10	stick	stick	NN	 stick))))	***	OS	_
baskervilles01	35	11	.	.	.	 .)	***	OS	_

baskervilles01	36	0	It	It	PRP	(S(NP It)	***	OS	_
baskervilles01	36	1	gives	give	VBZ	(VP gives	***	OS	_
baskervilles01	36	2	us	us	PRP	(NP us)	***	OS	_
baskervilles01	36	3	the	the	DT	(NP(NP the	***	OS	_
baskervilles01	36	4	basis	basis	NN	 basis)	***	OS	_
baskervilles01	36	5	for	for	IN	(PP for	***	OS	_
baskervilles01	36	6	several	several	JJ	(NP several	***	OS	_
baskervilles01	36	7	deductions	deduction	NNS	 deductions))))	***	OS	_
baskervilles01	36	8	.	.	.	 .	***	OS	_
baskervilles01	36	9	''	''	''	 '')	***	OS	_

baskervilles01	37	0	``	``	``	(S ``	***	OS	_
